Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,TPM,TPA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
20,20,2005-12-11,20-219,NOK,@,SAC,L (-10),1,38:31,6,11,.545,0,0,,6,6,1.000,1,4,5,12,3,0,2,4,18,22.4,-16
21,21,2005-12-12,20-220,NOK,@,PHO,W (+4),1,33:13,6,13,.462,2,3,.667,5,8,.625,0,7,7,7,4,0,3,4,19,17.5,+4
22,22,2005-12-14,20-222,NOK,,LAC,W (+13),1,36:56,5,9,.556,0,1,.000,3,4,.750,0,5,5,8,2,0,2,4,13,13.8,+12
23,23,2005-12-16,20-224,NOK,,PHO,L (-13),1,39:24,11,21,.524,0,2,.000,3,5,.600,0,7,7,6,2,0,3,3,25,18.0,-8
24,24,2005-12-18,20-226,NOK,,SAS,W (+13),1,41:58,6,15,.400,0,0,,5,6,.833,2,10,12,9,5,0,1,0,17,23.2,+13
25,25,2005-12-21,20-229,NOK,@,MIN,L (-19),1,29:12,5,16,.313,1,2,.500,4,4,1.000,0,5,5,3,1,0,1,3,15,8.2,-24
26,26,2005-12-23,20-231,NOK,@,MIL,L (-7),1,43:07,6,13,.462,2,4,.500,10,13,.769,2,3,5,8,4,0,1,2,24,26.2,-10
27,27,2005-12-28,20-236,NOK,,HOU,W (+2),1,39:30,5,13,.385,0,2,.000,1,1,1.000,0,5,5,15,1,0,1,2,11,15.1,+3
28,28,2005-12-29,20-237,NOK,@,SAS,L (-27),1,27:24,3,12,.250,0,0,,0,0,,0,3,3,7,4,0,4,2,6,3.8,-17
29,29,2005-12-31,20-239,NOK,,DAL,L (-5),1,32:34,5,9,.556,1,1,1.000,5,6,.833,1,6,7,10,2,0,2,5,16,18.8,+3
30,30,2006-01-02,20-241,NOK,,CHA,W (+17),1,38:44,7,13,.538,3,5,.600,7,9,.778,0,4,4,11,1,0,2,5,24,22.8,+17
31,31,2006-01-04,20-243,NOK,,MIA,W (+15),1,36:42,6,10,.600,2,4,.500,1,2,.500,1,5,6,9,3,0,1,2,15,19.7,+6
32,32,2006-01-06,20-245,NOK,,POR,W (+10),1,17:21,4,8,.500,0,2,.000,0,0,,0,1,1,3,0,0,0,0,8,6.4,+15
33,,2006-01-07,20-246,NOK,@,ATL,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
34,33,2006-01-10,20-249,NOK,,DET,L (-10),1,34:30,4,14,.286,0,1,.000,5,5,1.000,0,3,3,5,2,0,0,5,13,9.2,-9
35,34,2006-01-13,20-252,NOK,,SAC,W (+14),1,28:10,2,11,.182,0,1,.000,2,2,1.000,0,8,8,6,2,0,3,4,6,3.1,+7
36,35,2006-01-14,20-253,NOK,@,HOU,W (+6),1,34:38,4,12,.333,0,1,.000,9,12,.750,0,6,6,5,1,0,1,3,17,13.1,+11
37,36,2006-01-16,20-255,NOK,@,CHA,W (+15),1,34:11,6,12,.500,0,1,.000,12,12,1.000,1,6,7,6,4,0,2,2,24,25.9,+9
38,37,2006-01-18,20-257,NOK,,MEM,W (+8),1,40:42,5,12,.417,2,4,.500,4,4,1.000,0,3,3,9,2,0,2,4,16,15.2,0
39,38,2006-01-20,20-259,NOK,@,WAS,L (-11),1,39:02,11,17,.647,1,3,.333,5,5,1.000,0,6,6,11,4,1,1,5,28,31.7,-15
40,39,2006-01-21,20-260,NOK,@,NYK,W (+11),1,34:39,6,13,.462,1,3,.333,14,17,.824,3,4,7,13,1,0,5,3,27,26.3,+14
41,40,2006-01-23,20-262,NOK,@,BOS,L (-13),1,29:29,1,7,.143,0,1,.000,6,6,1.000,1,5,6,6,2,0,4,1,8,7.5,-24
42,41,2006-01-25,20-264,NOK,,SAS,L (-16),1,34:18,5,18,.278,0,3,.000,4,4,1.000,2,5,7,4,3,0,1,3,14,9.9,-23
43,42,2006-01-28,20-267,NOK,@,MEM,W (+9),1,36:42,1,10,.100,0,2,.000,11,12,.917,0,3,3,8,1,0,4,1,13,9.1,-4
44,43,2006-01-30,20-269,NOK,,MIL,W (+1),1,39:45,6,11,.545,0,3,.000,4,6,.667,0,3,3,9,4,1,6,4,16,14.2,0
45,44,2006-02-01,20-271,NOK,,CHI,W (+5),1,37:43,8,11,.727,0,0,,9,11,.818,0,4,4,13,3,0,1,3,25,30.8,+2
46,45,2006-02-04,20-274,NOK,,LAL,W (+16),1,35:51,6,10,.600,1,2,.500,6,7,.857,0,7,7,13,0,0,6,3,19,18.0,+15
47,46,2006-02-06,20-276,NOK,@,NJN,L (-8),1,40:54,2,12,.167,1,3,.333,1,2,.500,2,5,7,13,1,0,3,2,6,7.2,-21
48,47,2006-02-08,20-278,NOK,,SEA,W (+7),1,20:20,4,5,.800,1,1,1.000,0,0,,0,1,1,6,1,0,2,2,9,9.8,+12
